{2.06, 2.15, 2.14, 0.69, 0.41, 1.11, 0.25, 0.93, 0.48, 0.50}, 
{1.85, 2.15, 2.13, 0.76, 0.35, 1.11, 0.34, 0.98, 0.51, 0.47}, 
{1.86, 2.18, 2.17, 0.83, 0.32, 1.15, 0.37, 1.03, 0.49, 0.46}, 
{1.69, 1.69, 1.69, 0.95, 0.05, 1.00, 0.34, 0.95, 0.43, 0.43}, 
{2.06, 1.92, 1.91, 0.66, 0.34, 1.00, 0.27, 0.92, 0.46, 0.44}, 
{2.12, 2.14, 2.15, 0.69, 0.38, 1.06, 0.30, 1.08, 0.45, 0.44}, 
{2.27, 2.19, 2.20, 0.72, 0.37, 1.08, 0.30, 1.07, 0.48, 0.46}, 
{1.96, 2.27, 2.25, 0.63, 0.39, 1.02, 0.19, 1.05, 0.48, 0.50}, 
{2.19, 2.26, 2.22, 0.85, 0.30, 1.15, 0.35, 1.00, 0.49, 0.51}, 
{2.00, 2.02, 1.99, 0.75, 0.24, 0.99, 0.31, 1.07, 0.42, 0.44}, 
{1.75, 1.57, 1.56, 0.54, 0.18, 0.72, 0.26, 0.81, 0.42, 0.43}, 
{1.57, 1.48, 1.48, 0.52, 0.17, 0.69, 0.26, 0.76, 0.40, 0.42}, 
{1.58, 1.48, 1.48, 0.52, 0.16, 0.68, 0.24, 0.68, 0.38, 0.39}, 
{2.06, 2.21, 2.21, 0.52, 0.32, 0.83, 0.13, 1.09, 0.68, 0.67}, 
{2.08, 2.15, 2.15, 0.57, 0.28, 0.85, 0.21, 1.11, 0.68, 0.67}, 
{2.06, 2.01, 2.01, 0.69, 0.23, 0.92, 0.31, 1.03, 0.62, 0.61}, 
{1.51, 1.51, 1.54, 0.51, 0.23, 0.74, 0.23, 0.78, 0.45, 0.47}, 
{1.48, 1.40, 1.42, 0.52, 0.21, 0.72, 0.26, 0.66, 0.40, 0.42}, 
{1.37, 1.32, 1.34, 0.50, 0.18, 0.67, 0.24, 0.82, 0.40, 0.41}, 
{1.78, 1.62, 1.63, 0.76, 0.25, 1.01, 0.40, 0.79, 0.52, 0.52}, 
{1.87, 1.72, 1.74, 0.84, 0.23, 1.07, 0.45, 0.85, 0.53, 0.52}, 
{1.92, 1.86, 1.86, 0.94, 0.25, 1.19, 0.49, 1.00, 0.57, 0.57}, 
{2.25, 1.93, 1.92, 0.93, 0.27, 1.20, 0.49, 1.21, 0.58, 0.61}, 
{2.40, 2.01, 1.96, 0.96, 0.30, 1.26, 0.51, 1.18, 0.60, 0.62}, 
{2.39, 2.03, 2.02, 0.95, 0.29, 1.24, 0.50, 1.19, 0.58, 0.59}, 
{1.99, 1.90, 1.85, 0.73, 0.21, 0.94, 0.36, 0.96, 0.52, 0.49}, 
{1.84, 1.71, 1.71, 0.65, 0.23, 0.89, 0.36, 0.85, 0.42, 0.45}, 
{2.12, 1.97, 1.95, 0.82, 0.19, 1.00, 0.43, 1.03, 0.50, 0.53}, 
{2.41, 2.25, 2.23, 0.86, 0.24, 1.10, 0.46, 1.07, 0.53, 0.59}, 
{2.37, 2.12, 2.07, 0.93, 0.29, 1.22, 0.43, 1.06, 0.61, 0.62}, 
{1.40, 1.96, 1.96, 0.53, 0.33, 0.86, 0.16, 0.93, 0.43, 0.46}, 
{1.90, 1.74, 1.71, 0.71, 0.22, 0.93, 0.34, 0.80, 0.44, 0.44}, 
{2.23, 2.31, 2.29, 0.81, 0.39, 1.20, 0.42, 0.81, 0.53, 0.48}, 
{1.83, 1.97, 1.97, 0.56, 0.42, 0.98, 0.30, 0.75, 0.43, 0.39}, 
{1.87, 2.31, 2.29, 0.53, 0.49, 1.02, 0.16, 1.04, 0.40, 0.40}, 
{2.07, 2.14, 2.09, 0.52, 0.33, 0.85, 0.17, 1.06, 0.41, 0.40}, 
